"ID","Type","Name","Documentation","Source","Target","Specialization"
"","AssociationRelationship","","","C2_10","BO2_17",""
"","AssociationRelationship","","","C2_10","BO2_18",""
"","AssociationRelationship","","","C2_11","BO2_19",""
"","AssociationRelationship","","","C2_12","BO2_20",""
"","AssociationRelationship","","","C2_13","BO2_21",""
"","AssociationRelationship","","","C2_13","BO2_22",""
"","AssociationRelationship","","","C2_15","BO2_23",""
"","AssociationRelationship","","","C2_16","BO2_24",""
"","AssociationRelationship","","","C2_17","BO2_25",""
"","AssociationRelationship","","","C2_18","BO2_26",""
"","AssociationRelationship","","","C2_19","BO2_27",""
"","AssociationRelationship","","","C2_19","BO2_28",""
"","AssociationRelationship","","","C2_19","BO2_29",""
"","AssociationRelationship","","","C2_19","BO2_30",""
"","AssociationRelationship","","","C2_20","BO2_31",""
"","AssociationRelationship","","","C2_20","BO2_32",""
"","AssociationRelationship","","","C1_1","BO1_1",""
"","AssociationRelationship","","","C1_2","BO1_2",""
"","AssociationRelationship","","","C1_3","BO1_3",""
"","AssociationRelationship","","","C1_4","BO1_4",""
"","AssociationRelationship","","","C1_5","BO1_5",""
"","AssociationRelationship","","","C0","BO0",""
"","ServingRelationship","","","C2_15","C2_7",""
"","ServingRelationship","","","C2_21","C2_8",""
"","ServingRelationship","","","C2_21","C2_7",""
"","ServingRelationship","","","C2_20","C2_7",""
"","ServingRelationship","","","C2_20","C2_11",""
"","ServingRelationship","","","C2_20","C2_13",""
"","ServingRelationship","","","C2_19","C2_7",""
"","ServingRelationship","","","C2_19","C2_8",""
"","ServingRelationship","","","C2_14","C2_13",""
"","ServingRelationship","","","C2_14","C2_7",""
"","ServingRelationship","","","C2_2","C2_1",""
"","ServingRelationship","","","C2_16","C2_5",""
"","ServingRelationship","","","C2_16","C2_8",""
"","ServingRelationship","","","C1_5","C1_3",""
"","ServingRelationship","","","C1_5","C1_4",""
"","ServingRelationship","","","C1_1","C1_1",""
"","ServingRelationship","","","C1_5","C1_2",""
"","ServingRelationship","","","C2_1","VS2_1",""
"","ServingRelationship","","","C2_1","VS2_2",""
"","ServingRelationship","","","C2_1","VS2_3",""
"","ServingRelationship","","","C2_1","VS2_4",""
"","ServingRelationship","","","C2_2","VS2_5",""
"","ServingRelationship","","","C2_15","VS2_6",""
"","ServingRelationship","","","C2_16","VS2_7",""
"","ServingRelationship","","","C2_17","VS2_8",""
"","ServingRelationship","","","C2_18","VS2_9",""
"","ServingRelationship","","","C2_19","VS2_10",""
"","ServingRelationship","","","C2_3","VS2_11",""
"","ServingRelationship","","","C2_4","VS2_12",""
"","ServingRelationship","","","C2_5","VS2_13",""
"","ServingRelationship","","","C2_4","VS2_14",""
"","ServingRelationship","","","C2_6","VS2_15",""
"","ServingRelationship","","","C2_19","VS2_16",""
"","ServingRelationship","","","C2_4","VS2_17",""
"","ServingRelationship","","","C2_12","VS2_18",""
"","ServingRelationship","","","C2_7","VS2_19",""
"","ServingRelationship","","","C2_7","VS2_20",""
"","ServingRelationship","","","C2_20","VS2_21",""
"","ServingRelationship","","","C2_8","VS2_22",""
"","ServingRelationship","","","C2_8","VS2_23",""
"","ServingRelationship","","","C2_19","VS2_24",""
"","ServingRelationship","","","C2_9","VS2_25",""
"","ServingRelationship","","","C2_20","VS2_26",""
"","ServingRelationship","","","C2_10","VS2_27",""
"","ServingRelationship","","","C2_10","VS2_28",""
"","ServingRelationship","","","C2_11","VS2_29",""
"","ServingRelationship","","","C2_13","VS2_30",""
"","ServingRelationship","","","C2_20","VS2_31",""
"","ServingRelationship","","","C2_19","VS2_32",""
"","ServingRelationship","","","C1_1","VS1_1",""
"","ServingRelationship","","","C1_5","VS1_2",""
"","ServingRelationship","","","C1_2","VS1_3",""
"","ServingRelationship","","","C1_4","VS1_4",""
"","ServingRelationship","","","C1_5","VS1_5",""
"","ServingRelationship","","","C1_3","VS1_6",""
"","ServingRelationship","","","C1_5","VS1_7",""
"","ServingRelationship","","","C1_3","VS1_8",""
"","ServingRelationship","","","C1_4","VS1_9",""
"","ServingRelationship","","","C1_5","VS1_10",""
"","ServingRelationship","","","C0","VS0_1",""
"","ServingRelationship","","","C0","VS0_2",""
"","ServingRelationship","","","C0","VS0_3",""
"","ServingRelationship","","","C0","VS0_4",""
"","ServingRelationship","","","C0","VS0_5",""
