"ID","Type","Name","Documentation"
"VS-043","ValueStream","Manage Intellectual Property","Identify, protect, and manage inventions, discoveries, and other forms of intellectual property arising from the research."
"VS-044","ValueStream","Archive Research Data","Curate, document, and store research data in a secure and accessible repository for future use and verification."
"VS-045","ValueStream","Publish Research","The stage focused on preparing research findings for academic scrutiny and dissemination through scholarly channels."
"VS-046","ValueStream","Engage with Community","The stage focused on translating and sharing knowledge with non-academic audiences and applying it to real-world problems."
"VS-047","ValueStream","Draft Scholarly Publications","Write manuscripts for journal articles, conference papers, and books that describe the research methodology and findings."
"VS-048","ValueStream","Manage Peer Review Process","Submit manuscripts to publishers and navigate the peer review process, including responding to reviewer feedback."
"VS-049","ValueStream","Publish & Distribute Findings","Make the final, peer-reviewed research output available through publication in academic journals, books, and repositories."
"VS-050","ValueStream","Deliver Public Lectures & Events","Organize and present research findings and expert knowledge to the general public and specific interest groups."
"VS-051","ValueStream","Provide Expert Consultancy","Offer specialized knowledge and advisory services to industry, government, and non-profit organizations."
"VS-052","ValueStream","Commercialize Innovations","Translate research discoveries into practical applications through licensing, spin-out companies, or other commercial pathways."
"CAP-001","Capability","Academic Program Management","The ability to design, develop, approve, and manage the portfolio of academic programs and courses."
"CAP-002","Capability","Student Lifecycle Management","The ability to manage all administrative and support aspects of the student journey from recruitment to alumni relations."
"CAP-003","Capability","Teaching & Learning Delivery","The ability to deliver high-quality instruction, create effective learning environments, and foster student academic development."
"CAP-004","Capability","Research Management","The ability to strategically plan, secure funding for, execute, and ensure compliance of all research activities."
"CAP-005","Capability","Knowledge & Technology Transfer","The ability to disseminate, translate, and commercialize research outputs and institutional knowledge for broader societal and economic impact."
"CAP-006","Capability","Curriculum Design & Development","The ability to create and refine curricula that are academically rigorous, current, and meet the needs of students and society."
"CAP-007","Capability","Academic Quality Assurance","The ability to establish and enforce standards and processes to ensure the quality and integrity of academic programs and awards."
"CAP-008","Capability","Timetabling & Resource Scheduling","The ability to efficiently schedule academic activities and allocate teaching spaces, equipment, and personnel."
"CAP-009","Capability","Student Recruitment & Admissions","The ability to attract, select, and admit qualified students to the university's programs."
"CAP-010","Capability","Student Records Administration","The ability to maintain accurate, secure, and comprehensive records of all students' academic and administrative information."
"CAP-011","Capability","Student Assessment & Progression","The ability to design and administer assessments, track student academic progress, and manage graduation requirements."
"CAP-012","Capability","Student Support & Wellbeing","The ability to provide a range of academic, personal, and professional support services to students."
"CAP-013","Capability","Instructional Delivery","The ability to effectively convey subject matter knowledge and skills to students through various pedagogical methods."
"CAP-014","Capability","Learning Environment Management","The ability to create and manage physical and digital spaces that are conducive to learning and collaboration."
"CAP-015","Capability","Pedagogical Innovation","The ability to explore, develop, and implement new and effective teaching and learning methods and technologies."
"CAP-016","Capability","Research Strategy & Policy","The ability to define strategic research priorities, set performance targets, and establish governing policies for research."
"CAP-017","Capability","Research Grant & Contract Management","The ability to manage the lifecycle of research funding, from proposal submission to financial reporting and compliance."
"CAP-018","Capability","Research Project Execution","The ability to plan, manage, and conduct research projects effectively to achieve their objectives on time and within budget."
"CAP-019","Capability","Research Ethics & Compliance","The ability to ensure all research activities adhere to ethical principles and regulatory requirements."
"CAP-020","Capability","Intellectual Property Management","The ability to identify, protect, and manage the university's intellectual property assets."
"CAP-021","Capability","Commercialization & Licensing","The ability to translate research into commercial products or services through licensing agreements and spin-out companies."
"CAP-022","Capability","Scholarly Publishing Management","The ability to support researchers in publishing their work and manage the university's scholarly communication channels."
"CAP-023","Capability","Community & Industry Engagement","The ability to build and maintain relationships with external partners to facilitate knowledge exchange and collaboration."
"BO-001","BusinessObject","Academic Offering","Represents the portfolio of educational products, including their structure, content, and learning outcomes."
"BO-002","BusinessObject","Person","Represents an individual who interacts with the university in a defined role, such as a student or researcher."
"BO-003","BusinessObject","Research Work","Represents the body of research activity, including proposals, active projects, and the resulting outputs and intellectual property."
"BO-004","BusinessObject","Funding","Represents financial resources received by the university, such as grants for research or fees for tuition."
"BO-005","BusinessObject","Student Record","Represents the official administrative and academic record of a student's history and progression at the university."
"BO-006","BusinessObject","Program","A structured sequence of study, typically leading to a formal qualification."
"BO-007","BusinessObject","Course","A distinct unit of study within a program, also known as a module or subject."
"BO-008","BusinessObject","Curriculum","The detailed content, learning objectives, and assessment methods for a program or course."
"BO-009","BusinessObject","Student","An individual enrolled in a program of study at the university."
"BO-010","BusinessObject","Researcher","An individual, such as faculty or dedicated staff, who conducts research."
"BO-011","BusinessObject","Faculty","An academic staff member responsible for teaching and/or research."
"BO-012","BusinessObject","Alumnus","A former student who has graduated from the university."
"BO-013","BusinessObject","Research Project","A specific, planned piece of research with defined objectives, timeline, and funding."
"BO-014","BusinessObject","Research Proposal","A formal document submitted to a funder to request support for a proposed research project."
"BO-015","BusinessObject","Research Output","A tangible product of research, such as a publication, dataset, or software."
"BO-016","BusinessObject","Intellectual Property","Creations of the mind, such as inventions, literary and artistic works, and symbols, that have commercial value and are legally protected."
"BO-017","BusinessObject","Research Grant","A sum of money awarded by a funding body to support a specific research project."
"BO-018","BusinessObject","Tuition Fee","A fee paid by a student for educational instruction."
"BO-019","BusinessObject","Donation","A voluntary contribution of funds or resources to the university."
"BO-020","BusinessObject","Application","A formal request from a prospective student for admission to a program."
"BO-021","BusinessObject","Enrollment","The official record of a student being registered for a program or course."
"BO-022","BusinessObject","Academic Transcript","An official record of a student's courses, grades, and credits."
"BO-023","BusinessObject","Credential","The formal qualification, such as a degree or diploma, awarded upon successful completion of a program."
