"ID","Type","Name","Documentation"
"VS2_12","ValueStream","Onboard & Register Student","The stage of formally enrolling an admitted student and integrating them into the university."
"VS2_13","ValueStream","Deliver Instruction","The stage of providing teaching and learning activities to students."
"VS2_14","ValueStream","Assess Student Performance","The stage of evaluating student work and recording their academic progress."
"VS2_15","ValueStream","Provide Student Support","The stage of offering non-academic assistance to students to support their well-being and success."
"VS2_16","ValueStream","Collect Tuition Fees","The stage of invoicing students for their tuition and processing payments."
"VS2_17","ValueStream","Confer Degree","The stage of formally awarding the academic credential to a student who has met all program requirements."
"VS2_18","ValueStream","Maintain Alumni Relations","The stage of managing the ongoing relationship with graduates."
"VS2_19","ValueStream","Identify Funding Opportunity","The stage of finding and qualifying potential sources of funding for a research idea."
"VS2_20","ValueStream","Develop Research Proposal","The stage of writing and submitting a formal application for a research grant."
"VS2_21","ValueStream","Secure Grant Agreement","The stage of finalizing the legal contract for a successful grant application."
"VS2_22","ValueStream","Conduct Research & Experiments","The stage of executing the planned research activities and collecting data."
"VS2_23","ValueStream","Analyze & Interpret Data","The stage of processing raw data to produce meaningful scientific findings."
"VS2_24","ValueStream","Manage Grant Finances","The stage of tracking and reporting on the expenditure of grant funds."
"VS2_25","ValueStream","Disseminate Findings","The stage of sharing research results through publications, conferences, and other channels."
"VS2_26","ValueStream","Report to Funder","The stage of providing formal progress and final reports to the funding body."
"VS2_27","ValueStream","Disclose Invention","The stage where a researcher formally reports a new discovery or invention to the university."
"VS2_28","ValueStream","Assess Commercial Potential","The stage of evaluating an invention's marketability and technical feasibility."
"VS2_29","ValueStream","Secure Intellectual Property","The stage of filing for patents or other forms of legal protection for an invention."
"VS2_30","ValueStream","Market Technology to Partners","The stage of identifying and contacting potential industry licensees for the technology."
"VS2_31","ValueStream","Negotiate Licensing Agreement","The stage of finalizing the legal and financial terms for a commercialization deal."
"VS2_32","ValueStream","Manage Royalties & Compliance","The stage of collecting licensing income and ensuring the licensee adheres to the agreement terms."
