"ID","Type","Name","Documentation"
"CAP01.3.1","Capability","Academic Resource Planning","The ability to schedule courses, assign teaching staff, and allocate learning spaces."
"CAP01.3.2","Capability","Instructional Delivery","The ability to deliver high-quality teaching and academic guidance to students."
"CAP01.3.3","Capability","Assessment & Grading","The ability to design, administer, and record the results of student assessments."
"CAP02","Capability","Research Management","The ability to strategize, support, and govern the lifecycle of research activities and outputs."
"CAP02.1","Capability","Research Strategy & Development","The ability to set research priorities and develop the institutional capacity to achieve them."
"CAP02.1.1","Capability","Research Portfolio Planning","The ability to analyze research strengths and define strategic investment areas."
"CAP02.1.2","Capability","Research Infrastructure Management","The ability to plan, maintain, and provide access to core research facilities and equipment."
"CAP02.1.3","Capability","Research Ethics & Integrity","The ability to ensure all research activities adhere to ethical standards and regulatory requirements."
"CAP02.2","Capability","Research Funding & Project Management","The ability to secure and manage funding for research projects from inception to completion."
"CAP02.2.1","Capability","Proposal & Grant Management","The ability to identify funding opportunities and develop competitive grant proposals."
"CAP02.2.2","Capability","Research Project Execution","The ability to plan, execute, and monitor research projects, ensuring delivery on objectives."
"CAP02.2.3","Capability","Research Financial Administration","The ability to manage research project budgets, expenditure, and financial reporting."
"CAP02.3","Capability","Research Output & Impact Management","The ability to manage, disseminate, and track the impact of research outputs."
"CAP02.3.1","Capability","Scholarly Publication Management","The ability to support the publication of research in academic journals and conferences."
"CAP02.3.2","Capability","Research Data Management","The ability to curate, store, and provide access to research data in line with policy."
"CAP02.3.3","Capability","Impact & Dissemination Management","The ability to track and report on the broader impact of research and promote its dissemination."
"CAP03","Capability","Engagement Management","The ability to build and manage relationships with external stakeholders, including funders, industry, and the community."
"CAP03.1","Capability","Stakeholder Relationship Management","The ability to develop and maintain strategic relationships with key external partners."
"CAP03.1.1","Capability","Marketing & Communications","The ability to promote the university's brand, programs, and achievements to external audiences."
"CAP03.1.2","Capability","Partnership Development","The ability to identify and cultivate relationships with potential research and commercial partners."
"CAP03.1.3","Capability","Alumni & Donor Relations","The ability to engage graduates and donors to foster philanthropic and community support."
"CAP03.2","Capability","Commercialization & Contract Management","The ability to structure and manage commercial agreements, including IP licensing and research contracts."
"CAP03.2.1","Capability","Opportunity Assessment","The ability to evaluate research discoveries for their commercial or societal application potential."
"CAP03.2.2","Capability","Contract & IP Management","The ability to negotiate, execute, and manage legal agreements related to research and commercialization."
"CAP03.2.3","Capability","Venture Creation & Support","The ability to support the formation of spin-out companies based on university IP."
"CAP04","Capability","Corporate Management","The ability to manage the core enabling and support functions of the university."
"CAP04.1","Capability","Financial Management","The ability to manage the university's financial resources, including budgeting, accounting, and procurement."
"CAP04.1.1","Capability","Budgeting & Financial Planning","The ability to develop and manage institutional and departmental budgets."
"CAP04.1.2","Capability","Financial Transaction Management","The ability to process financial transactions, including tuition fees, grant income, and payments."
"CAP04.1.3","Capability","Procurement & Asset Management","The ability to manage the acquisition of goods and services and track physical assets."
"CAP04.2","Capability","Human Resource Management","The ability to recruit, develop, and manage the university's workforce."
"CAP04.2.1","Capability","Talent Acquisition & Onboarding","The ability to recruit and hire academic and professional staff."
"CAP04.2.2","Capability","Payroll & Compensation","The ability to manage employee compensation, benefits, and payroll."
"CAP04.2.3","Capability","Performance & Development","The ability to manage employee performance and provide professional development opportunities."
"CAP04.3","Capability","IT & Facilities Management","The ability to manage the university's physical and digital infrastructure."
"CAP04.3.1","Capability","Campus & Facilities Operations","The ability to maintain and operate the university's buildings and grounds."
"CAP04.3.2","Capability","IT Service Management","The ability to provide and support core IT services for students and staff."
"CAP04.3.3","Capability","Enterprise Systems Management","The ability to manage and maintain core administrative and academic software systems."
"BO01","BusinessObject","Academic Information","Represents all information related to the design, delivery, and administration of educational programs and student learning."
"BO01.1","BusinessObject","Program Portfolio","Represents the structured information defining the university's educational offerings."
"BO01.1.1","BusinessObject","Curriculum Specification","A detailed description of a program's structure, courses, learning outcomes, and assessment methods."
"BO01.1.2","BusinessObject","Academic Policy","The set of approved rules and regulations governing academic programs and student progression."
"BO01.1.3","BusinessObject","Accreditation Record","Official documentation and correspondence related to the accreditation status of programs."
"BO01.2","BusinessObject","Student Record","Represents the comprehensive record of a student's interaction with the university."
"BO01.2.1","BusinessObject","Student Application","Data submitted by a prospective student for admission to a program."
"BO01.2.2","BusinessObject","Academic Transcript","The official record of a student's enrollment, courses taken, and grades received."
"BO01.2.3","BusinessObject","Student Case File","Records of non-academic interactions and support provided to a student."
"BO02","BusinessObject","Research Information","Represents all information related to the planning, execution, and output of research activities."
"BO02.1","BusinessObject","Research Portfolio","Represents the structured information defining the university's research activities and capacity."
"BO02.1.1","BusinessObject","Research Proposal","A formal document submitted to a funding body detailing a proposed research project."
"BO02.1.2","BusinessObject","Research Project Plan","A detailed plan for the execution of a funded research project, including budget and timeline."
"BO02.1.3","BusinessObject","Ethics Approval Record","Documentation of review and approval from a research ethics committee."
"BO02.2","BusinessObject","Research Output","Represents the tangible products and results of research activities."
"BO02.2.1","BusinessObject","Scholarly Publication","A peer-reviewed article, conference paper, or book chapter."
"BO02.2.2","BusinessObject","Research Dataset","The curated data collected or generated during a research project."
"BO02.2.3","BusinessObject","Intellectual Property Asset","A patent, trademark, or other form of protected intellectual property resulting from research."
"BO03","BusinessObject","Stakeholder Information","Represents all information related to the university's engagement with external entities."
"BO03.1","BusinessObject","Stakeholder Profile","Represents the master data for an external person or organization."
"BO03.1.1","BusinessObject","Partner Profile","Information about a corporate, government, or community partner."
"BO03.1.2","BusinessObject","Funder Profile","Information about a research funding organization."
"BO03.1.3","BusinessObject","Alumni & Donor Profile","Information about graduates and philanthropic supporters of the university."
"BO03.2","BusinessObject","Engagement Agreement","Represents the formal contracts and agreements with external stakeholders."
"BO03.2.1","BusinessObject","Research Agreement","A legal contract governing a funded research project or collaboration."
"BO03.2.2","BusinessObject","License Agreement","A legal contract defining the terms for use of university intellectual property."
"BO03.2.3","BusinessObject","Philanthropic Agreement","A formal agreement detailing the terms of a donation or gift."
"BO04","BusinessObject","Corporate Information","Represents the core administrative and operational data of the university."
"BO04.1","BusinessObject","Financial Record","Represents the financial data of the university."
"BO04.1.1","BusinessObject","Budget Record","The approved budget for an operational unit or project."
"BO04.1.2","BusinessObject","Financial Transaction","A record of a single financial event, such as an invoice, payment, or journal entry."
"BO04.1.3","BusinessObject","Asset Register","A record of the university's physical and intangible assets."
"BO04.2","BusinessObject","Human Resource Record","Represents the data related to the university's employees."
"BO04.2.1","BusinessObject","Employee Profile","Master data for an employee, including personal details and position."
"BO04.2.2","BusinessObject","Employment Contract","The legal agreement between the university and an employee."
"BO04.2.3","BusinessObject","Payroll Record","A record of salary payments and deductions for an employee."
