"ID","Type","Name","Documentation","Source","Target","Specialization"
"","CompositionRelationship","","","VS05.3","VS05.3.1",""
"","CompositionRelationship","","","VS05.3","VS05.3.2",""
"","CompositionRelationship","","","VS05.3","VS05.3.3",""
"","CompositionRelationship","","","CAP01","CAP01.1",""
"","CompositionRelationship","","","CAP01","CAP01.2",""
"","CompositionRelationship","","","CAP01.1","CAP01.1.1",""
"","CompositionRelationship","","","CAP01.1","CAP01.1.2",""
"","CompositionRelationship","","","CAP01.1","CAP01.1.3",""
"","CompositionRelationship","","","CAP01.2","CAP01.2.1",""
"","CompositionRelationship","","","CAP01.2","CAP01.2.2",""
"","CompositionRelationship","","","CAP01.2","CAP01.2.3",""
"","CompositionRelationship","","","CAP01.2","CAP01.2.4",""
"","CompositionRelationship","","","CAP01.2","CAP01.2.5",""
"","CompositionRelationship","","","CAP01.2","CAP01.2.6",""
"","CompositionRelationship","","","CAP02","CAP02.1",""
"","CompositionRelationship","","","CAP02","CAP02.2",""
"","CompositionRelationship","","","CAP02.1","CAP02.1.1",""
"","CompositionRelationship","","","CAP02.1","CAP02.1.2",""
"","CompositionRelationship","","","CAP02.1","CAP02.1.3",""
"","CompositionRelationship","","","CAP02.1","CAP02.1.4",""
"","CompositionRelationship","","","CAP02.1","CAP02.1.5",""
"","CompositionRelationship","","","CAP02.1","CAP02.1.6",""
"","CompositionRelationship","","","CAP02.2","CAP02.2.1",""
"","CompositionRelationship","","","CAP02.2","CAP02.2.2",""
"","CompositionRelationship","","","CAP02.2","CAP02.2.3",""
"","CompositionRelationship","","","CAP03","CAP03.1",""
"","CompositionRelationship","","","CAP03","CAP03.2",""
"","CompositionRelationship","","","CAP03.1","CAP03.1.1",""
"","CompositionRelationship","","","CAP03.1","CAP03.1.2",""
"","CompositionRelationship","","","CAP03.1","CAP03.1.3",""
"","CompositionRelationship","","","CAP03.2","CAP03.2.1",""
"","CompositionRelationship","","","CAP03.2","CAP03.2.2",""
"","CompositionRelationship","","","CAP03.2","CAP03.2.3",""
"","CompositionRelationship","","","CAP04","CAP04.1",""
"","CompositionRelationship","","","CAP04","CAP04.2",""
"","CompositionRelationship","","","CAP04","CAP04.3",""
"","CompositionRelationship","","","CAP04.1","CAP04.1.1",""
"","CompositionRelationship","","","CAP04.1","CAP04.1.2",""
"","CompositionRelationship","","","CAP04.1","CAP04.1.3",""
"","CompositionRelationship","","","CAP04.2","CAP04.2.1",""
"","CompositionRelationship","","","CAP04.2","CAP04.2.2",""
"","CompositionRelationship","","","CAP04.2","CAP04.2.3",""
"","CompositionRelationship","","","CAP04.3","CAP04.3.1",""
"","CompositionRelationship","","","CAP04.3","CAP04.3.2",""
"","CompositionRelationship","","","CAP04.3","CAP04.3.3",""
"","CompositionRelationship","","","BO01","BO01.1",""
"","CompositionRelationship","","","BO01","BO01.2",""
"","CompositionRelationship","","","BO01.1","BO01.1.1",""
"","CompositionRelationship","","","BO01.1","BO01.1.2",""
"","CompositionRelationship","","","BO01.1","BO01.1.3",""
"","CompositionRelationship","","","BO01.2","BO01.2.1",""
"","CompositionRelationship","","","BO01.2","BO01.2.2",""
"","CompositionRelationship","","","BO01.2","BO01.2.3",""
"","CompositionRelationship","","","BO02","BO02.1",""
"","CompositionRelationship","","","BO02","BO02.2",""
"","CompositionRelationship","","","BO02.1","BO02.1.1",""
"","CompositionRelationship","","","BO02.1","BO02.1.2",""
"","CompositionRelationship","","","BO02.1","BO02.1.3",""
"","CompositionRelationship","","","BO02.2","BO02.2.1",""
"","CompositionRelationship","","","BO02.2","BO02.2.2",""
"","CompositionRelationship","","","BO02.2","BO02.2.3",""
"","CompositionRelationship","","","BO03","BO03.1",""
"","CompositionRelationship","","","BO03","BO03.2",""
"","CompositionRelationship","","","BO03.1","BO03.1.1",""
"","CompositionRelationship","","","BO03.1","BO03.1.2",""
"","CompositionRelationship","","","BO03.1","BO03.1.3",""
"","CompositionRelationship","","","BO03.2","BO03.2.1",""
"","CompositionRelationship","","","BO03.2","BO03.2.2",""
"","CompositionRelationship","","","BO03.2","BO03.2.3",""
"","CompositionRelationship","","","BO04","BO04.1",""
"","CompositionRelationship","","","BO04","BO04.2",""
"","CompositionRelationship","","","BO04","BO04.3",""
"","CompositionRelationship","","","BO04.1","BO04.1.1",""
"","CompositionRelationship","","","BO04.1","BO04.1.2",""
"","CompositionRelationship","","","BO04.2","BO04.2.1",""
"","CompositionRelationship","","","BO04.2","BO04.2.2",""
"","CompositionRelationship","","","BO04.2","BO04.2.3",""
"","CompositionRelationship","","","BO04.3","BO04.3.1",""
"","CompositionRelationship","","","BO04.3","BO04.3.2",""
"","ServingRelationship","","","CAP01.1.1","VS01.1.1",""
"","ServingRelationship","","","CAP01.1.2","VS01.1.2",""
"","ServingRelationship","","","CAP01.1.3","VS01.1.3",""
"","ServingRelationship","","","CAP01.2.4","VS01.2.1",""
"","ServingRelationship","","","CAP01.2.4","VS01.2.2",""
"","ServingRelationship","","","CAP01.2.3","VS01.2.3",""
"","ServingRelationship","","","CAP02.1.1","VS02.1.1",""
"","ServingRelationship","","","CAP02.1.2","VS02.1.2",""
"","ServingRelationship","","","CAP02.1.1","VS02.1.3",""
"","ServingRelationship","","","CAP02.1.1","VS02.2.1",""
"","ServingRelationship","","","CAP02.1.5","VS02.2.2",""
"","ServingRelationship","","","CAP02.2.3","VS02.2.3",""
"","ServingRelationship","","","CAP01.2.1","VS03.1.1",""
"","ServingRelationship","","","CAP01.2.1","VS03.1.2",""
"","ServingRelationship","","","CAP01.2.2","VS03.1.3",""
"","ServingRelationship","","","CAP01.2.2","VS03.2.1",""
"","ServingRelationship","","","CAP01.2.5","VS03.2.2",""
"","ServingRelationship","","","CAP01.2.6","VS03.2.3",""
"","ServingRelationship","","","CAP01.2.2","VS03.3.1",""
"","ServingRelationship","","","CAP01.2.3","VS03.3.2",""
"","ServingRelationship","","","CAP01.2.2","VS03.3.3",""
"","ServingRelationship","","","CAP02.1.4","VS04.1.1",""
"","ServingRelationship","","","CAP02.1.4","VS04.1.2",""
"","ServingRelationship","","","CAP02.1.4","VS04.1.3",""
"","ServingRelationship","","","CAP02.1.5","VS04.2.1",""
"","ServingRelationship","","","CAP02.1.5","VS04.2.2",""
"","ServingRelationship","","","CAP02.1.5","VS04.2.3",""
"","ServingRelationship","","","CAP02.2.1","VS04.3.1",""
"","ServingRelationship","","","CAP02.2.2","VS04.3.2",""
"","ServingRelationship","","","CAP02.1.6","VS04.3.3",""
"","ServingRelationship","","","CAP03.1.2","VS05.1.1",""
"","ServingRelationship","","","CAP03.1.2","VS05.1.2",""
"","ServingRelationship","","","CAP03.1.2","VS05.1.3",""
"","ServingRelationship","","","CAP03.2.2","VS05.2.1",""
"","ServingRelationship","","","CAP03.2.2","VS05.2.2",""
"","ServingRelationship","","","CAP03.2.2","VS05.2.3",""
"","ServingRelationship","","","CAP03.2.2","VS05.3.1",""
"","ServingRelationship","","","CAP03.2.2","VS05.3.2",""
"","ServingRelationship","","","CAP03.1.1","VS05.3.3",""
"","ServingRelationship","","","CAP01.1","VS01.1",""
"","ServingRelationship","","","CAP01","VS01",""
"","ServingRelationship","","","CAP01.2","VS01.2",""
"","ServingRelationship","","","CAP02.1","VS02.1",""
"","ServingRelationship","","","CAP02","VS02",""
"","ServingRelationship","","","CAP02.1","VS02.2",""
"","ServingRelationship","","","CAP01.2","VS03.1",""
"","ServingRelationship","","","CAP01","VS03",""
"","ServingRelationship","","","CAP01.2","VS03.2",""
"","ServingRelationship","","","CAP01.2","VS03.3",""
"","ServingRelationship","","","CAP02.1","VS04.1",""
"","ServingRelationship","","","CAP02","VS04",""
"","ServingRelationship","","","CAP02.1","VS04.2",""
"","ServingRelationship","","","CAP02.2","VS04.3",""
"","ServingRelationship","","","CAP03.1","VS05.1",""
"","ServingRelationship","","","CAP03","VS05",""
"","ServingRelationship","","","CAP03.2","VS05.2",""
"","ServingRelationship","","","CAP03.2","VS05.3",""
"","ServingRelationship","","","CAP02.1.3","VS04.2.2",""
"","ServingRelationship","","","CAP03.1.3","VS04.1.1",""
"","ServingRelationship","","","CAP03.2.3","VS05.3",""
"","ServingRelationship","","","CAP04.1.1","CAP02.1.5",""
"","ServingRelationship","","","CAP04.1.3","CAP02.1.2",""
"","ServingRelationship","","","CAP04.2.2","CAP01.2.4",""
"","ServingRelationship","","","CAP04.3.2","CAP01.2.4",""
"","ServingRelationship","","","CAP01.2.4","CAP01.2.2",""
"","AssociationRelationship","","","CAP01.1.1","BO01.1.1",""
"","AssociationRelationship","","","CAP01.1.2","BO01.1.2",""
"","AssociationRelationship","","","CAP01.1.3","BO01.1.3",""
"","AssociationRelationship","","","CAP01.2.1","BO01.2.1",""
"","AssociationRelationship","","","CAP01.2.2","BO01.2.2",""
"","AssociationRelationship","","","CAP01.2.3","BO01.2.3",""
"","AssociationRelationship","","","CAP01.2.4","BO01.1.1",""
"","AssociationRelationship","","","CAP01.2.5","BO01.2.2",""
"","AssociationRelationship","","","CAP01.2.6","BO01.2.2",""
"","AssociationRelationship","","","CAP02.1.1","BO02.1.2",""
"","AssociationRelationship","","","CAP02.1.2","BO04.3.1",""
"","AssociationRelationship","","","CAP02.1.3","BO02.1.3",""
"","AssociationRelationship","","","CAP02.1.4","BO02.1.1",""
"","AssociationRelationship","","","CAP02.1.5","BO02.2.2",""
"","AssociationRelationship","","","CAP02.1.6","BO04.1.2",""
"","AssociationRelationship","","","CAP02.2.1","BO02.2.1",""
"","AssociationRelationship","","","CAP02.2.2","BO02.2.2",""
"","AssociationRelationship","","","CAP02.2.3","BO02.2.1",""
"","AssociationRelationship","","","CAP03.1.1","BO03.1.1",""
"","AssociationRelationship","","","CAP03.1.2","BO03.1.1",""
"","AssociationRelationship","","","CAP03.1.3","BO03.1.3",""
"","AssociationRelationship","","","CAP03.2.1","BO02.2.3",""
"","AssociationRelationship","","","CAP03.2.2","BO03.2.1",""
"","AssociationRelationship","","","CAP03.2.2","BO03.2.2",""
"","AssociationRelationship","","","CAP03.2.2","BO03.2.3",""
"","AssociationRelationship","","","CAP04.1.1","BO04.1.1",""
"","AssociationRelationship","","","CAP04.1.2","BO04.1.2",""
"","AssociationRelationship","","","CAP04.1.3","BO04.3.1",""
"","AssociationRelationship","","","CAP04.2.1","BO04.2.1",""
"","AssociationRelationship","","","CAP04.2.2","BO04.2.3",""
"","AssociationRelationship","","","CAP04.2.3","BO04.2.1",""
"","AssociationRelationship","","","CAP04.3.1","BO04.3.1",""
"","AssociationRelationship","","","CAP04.3.2","BO01.2.3",""
"","AssociationRelationship","","","CAP04.3.2","BO04.3.2",""
"","AssociationRelationship","","","CAP04.3.3","BO01.2.2",""
"","AssociationRelationship","","","CAP01.1","BO01.1",""
"","AssociationRelationship","","","CAP01.2","BO01.2",""
"","AssociationRelationship","","","CAP02.1","BO02.1",""
"","AssociationRelationship","","","CAP02.2","BO02.2",""
"","AssociationRelationship","","","CAP03.1","BO03.1",""
"","AssociationRelationship","","","CAP03.2","BO03.2",""
"","AssociationRelationship","","","CAP04.1","BO04.1",""
"","AssociationRelationship","","","CAP04.2","BO04.2",""
"","AssociationRelationship","","","CAP04.3","BO04.3",""
"","AssociationRelationship","","","CAP01.2","BO01.1",""
"","AssociationRelationship","","","CAP02.1","BO04.3",""
"","AssociationRelationship","","","CAP02.1","BO02.2",""
"","AssociationRelationship","","","CAP03.2","BO02.2",""
"","AssociationRelationship","","","CAP04.1","BO04.3",""
"","AssociationRelationship","","","CAP04.3","BO01.2",""
"","AssociationRelationship","","","CAP02.1","BO04.1",""
"","AssociationRelationship","","","CAP03.2.3","BO03.1.1",""
"","AssociationRelationship","","","CAP02.1.4","BO03.1.2",""
"","AssociationRelationship","","","CAP04.2.1","BO04.2.2",""
"","ServingRelationship","","","CAP04","CAP01",""
"","ServingRelationship","","","CAP04","CAP02",""
"","ServingRelationship","","","CAP04","CAP03",""
"","ServingRelationship","","","CAP04.2","CAP01.2",""
"","ServingRelationship","","","CAP04.3","CAP01.2",""
"","ServingRelationship","","","CAP04.1","CAP02.1",""
"","ServingRelationship","","","CAP04.2","CAP02.1",""
"","ServingRelationship","","","CAP04.3","CAP02.1",""
"","ServingRelationship","","","CAP04.1","CAP03.2",""
"","ServingRelationship","","","CAP04.3","CAP03.1",""
"","ServingRelationship","","","CAP04.2.1","CAP01.2.5",""
"","ServingRelationship","","","CAP04.3.2","CAP01.2.5",""
"","ServingRelationship","","","CAP04.1.2","CAP02.1.6",""
"","ServingRelationship","","","CAP04.2.1","CAP02.1.5",""
"","ServingRelationship","","","CAP04.3.2","CAP02.1.5",""
"","ServingRelationship","","","CAP04.1.2","CAP03.2.2",""
"","ServingRelationship","","","CAP04.3.2","CAP03.1.1",""
"","AssociationRelationship","","","CAP01","BO01",""
"","AssociationRelationship","","","CAP02","BO02",""
"","AssociationRelationship","","","CAP03","BO03",""
"","AssociationRelationship","","","CAP04","BO04",""
